OrphaCode,Name,FunctionalConsequence,LossOfAbility,DisabilityType,Defined
99971,Well-differentiated liposarcoma,"['Standing', 'Sitting', 'Participating in the arts and cultural activities', 'Travelling', 'Food', 'Temperature', 'Humidity', 'Day/night cycles', 'Sound intensity', 'Sound quality', 'Air quality', 'Bending', 'Transferring oneself', 'Maintaining a standing position', 'Walking short distances', 'Walking long distances', 'Performing vigorous activities (climbing, running, jumping, swimming,...)', 'Washing oneself', 'Caring for body parts (skin, teeth, nails, hair, genitals)', 'Regulating urination', 'Regulating defecation', 'Dressing/undressing', 'Eating', 'Drinking', ""Managing one's health (diet, medications, prevention, needs, assistance, monitoring)"", 'Falling asleep', 'Staying asleep', 'Getting good quality sleep', 'Staying awake', ""Handling stress, responsabilities, emergencies and ensuring one's safety"", 'Handling emotions and mood', ""Controlling one's own eating behaviour"", 'Moving around within the home', 'Moving around outside the home', 'Using transportation', 'Driving', 'Interacting with other people', 'Maintaining family relationships', 'Engaging in and maintaining intimate relationships', 'Engaging in sexual relationships', 'Shopping', 'Cooking/preparing meals', 'Doing housework', 'Looking after/helping others', 'Engaging in paid work in a standard environment', 'Engaging in paid work in a supported/sheltered environment', 'Seeking employment', 'Performing professional tasks', ""Handling money/managing one's own budget"", 'Carrying out administrative procedures', 'Undertaking a simple task', 'Undertaking a complex/multiple task', 'Carrying out daily routines', 'Taking part in community life', 'Socializing']","['y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y']","['Disability', 'Disability', 'Disability', 'Disability', 'Environmental factor', 'Environmental factor', 'Environmental factor', 'Environmental factor', 'Environmental factor', 'Environmental factor', 'Environmental factor', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability']","['y', 'y', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y']"
2314,Autosomal dominant hyper-IgE syndrome due to STAT3 deficiency,"['Taking part in community life', 'Playing with others', 'Socializing', 'Practicing sports', 'Travelling', 'Food', 'Temperature', 'Humidity', 'Air quality']","['n', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'y']","['Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Environmental factor', 'Environmental factor', 'Environmental factor', 'Environmental factor']","['y', 'y', 'y', 'y', 'y', 'n', 'n', 'n', 'n']"
428,Autosomal dominant hypocalcemia,"['Performing vigorous activities (climbing, running, jumping, swimming,...)', 'Performing vigorous activities (climbing, running, jumping, swimming,...)', 'Doing housework', 'Looking after/helping others', 'Carrying out daily routines', 'Playing with others', 'Practicing sports']","['n', 'n', 'n', 'n', 'n', 'n', 'n']","['Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability']","['y', 'y', 'y', 'y', 'y', 'y', 'y']"
3451,Infantile epileptic spasms syndrome,"['Seeing/watching', 'Seeing/watching', 'Hearing/listening', 'Acquiring language', 'Acquiring language', 'Learning to read', 'Learning to write', 'Learning to calculate', 'Reading', 'Writing', 'Calculating', 'Focusing attention', 'Memorizing and retrieving', 'Thinking and reasoning', 'Making decisions/taking initiatives/finding solutions', 'Being aware of time', 'Being aware of space', 'Receiving spoken messages', 'Receiving messages in sign language', 'Receiving nonverbal messages', 'Receiving written messages', 'Speaking', 'Producing messages in sign language', 'Producing nonverbal messages', 'Writing messages', 'Participating in a conversation', 'Using communication devices', 'Standing', 'Standing', 'Sitting', 'Bending', 'Transferring oneself', 'Maintaining a standing position', 'Maintaining a standing position', 'Maintaining head position', 'Reaching and catching objects', 'Lifting and carrying objects', 'Handling objects (fine hand use)', 'Walking short distances', 'Walking long distances', 'Performing vigorous activities (climbing, running, jumping, swimming,...)', 'Washing oneself', 'Caring for body parts (skin, teeth, nails, hair, genitals)', 'Regulating urination', 'Regulating urination', 'Regulating defecation', 'Regulating defecation', 'Dressing/undressing', 'Dressing/undressing', 'Eating', 'Eating', 'Drinking', 'Drinking', ""Managing one's health (diet, medications, prevention, needs, assistance, monitoring)"", 'Falling asleep', 'Falling asleep', 'Staying asleep', 'Getting good quality sleep', 'Staying awake', ""Handling stress, responsabilities, emergencies and ensuring one's safety"", 'Handling emotions and mood', ""Controlling one's own general behaviour"", ""Controlling one's own eating behaviour"", 'Moving around within the home', 'Moving around within the home', 'Moving around outside the home', 'Moving around outside the home', 'Using transportation', 'Driving', 'Interacting with other people', 'Interacting with other people', 'Making/keeping friends', 'Maintaining family relationships', 'Maintaining family relationships', 'Dealing with strangers', 'Dealing with strangers', 'Engaging in and maintaining intimate relationships', 'Engaging in and maintaining intimate relationships', 'Engaging in sexual relationships', 'Shopping', 'Cooking/preparing meals', 'Doing housework', 'Looking after/helping others', 'Attending preschool', 'Attending preschool', 'Attending mainstream school', 'Attending school in an adapted mainstream/special environment', 'Learning a profession (vocational training/apprenticeship) in the standard environment', 'Learning a profession (vocational training/apprenticeship) in an adapted mainstream/special environment', 'Learning a profession (vocational training/apprenticeship) in an adapted mainstream/special environment', 'Accessing higher education', 'Engaging in paid work in a standard environment', 'Engaging in paid work in a supported/sheltered environment', 'Seeking employment', 'Performing professional tasks', ""Handling money/managing one's own budget"", 'Carrying out administrative procedures', 'Undertaking a simple task', 'Undertaking a simple task', 'Undertaking a complex/multiple task', 'Undertaking a complex/multiple task', 'Carrying out daily routines', 'Taking part in community life', 'Playing with others', 'Socializing', 'Practicing sports', 'Practicing sports', 'Participating in the arts and cultural activities', 'Travelling', 'Day/night cycles', 'Sound intensity']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y', 'y']","['Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Environmental factor', 'Environmental factor']","['y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'n', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'n', 'n']"
904,Williams syndrome,"['Seeing/watching', 'Hearing/listening', 'Acquiring language', 'Learning to read', 'Learning to write', 'Learning to calculate', 'Reading', 'Writing', 'Calculating', 'Focusing attention', 'Memorizing and retrieving', 'Memorizing and retrieving', 'Thinking and reasoning', 'Making decisions/taking initiatives/finding solutions', 'Making decisions/taking initiatives/finding solutions', 'Being aware of time', 'Being aware of space', 'Receiving written messages', 'Speaking', 'Speaking', 'Writing messages', 'Participating in a conversation', 'Using communication devices', 'Using communication devices', 'Reaching and catching objects', 'Lifting and carrying objects', 'Handling objects (fine hand use)', 'Walking long distances', 'Performing vigorous activities (climbing, running, jumping, swimming,...)', 'Caring for body parts (skin, teeth, nails, hair, genitals)', 'Caring for body parts (skin, teeth, nails, hair, genitals)', 'Regulating urination', 'Dressing/undressing', 'Eating', ""Managing one's health (diet, medications, prevention, needs, assistance, monitoring)"", 'Falling asleep', 'Staying asleep', 'Getting good quality sleep', ""Handling stress, responsabilities, emergencies and ensuring one's safety"", ""Handling stress, responsabilities, emergencies and ensuring one's safety"", 'Handling emotions and mood', 'Handling emotions and mood', ""Controlling one's own general behaviour"", ""Controlling one's own general behaviour"", ""Controlling one's own eating behaviour"", 'Moving around outside the home', 'Using transportation', 'Driving', 'Driving', 'Making/keeping friends', 'Dealing with strangers', 'Engaging in and maintaining intimate relationships', 'Engaging in sexual relationships', 'Shopping', 'Cooking/preparing meals', 'Doing housework', 'Looking after/helping others', 'Attending mainstream school', 'Attending mainstream school', 'Learning a profession (vocational training/apprenticeship) in the standard environment', 'Learning a profession (vocational training/apprenticeship) in the standard environment', 'Accessing higher education', 'Engaging in paid work in a standard environment', 'Engaging in paid work in a supported/sheltered environment', 'Seeking employment', 'Performing professional tasks', 'Performing professional tasks', ""Handling money/managing one's own budget"", 'Carrying out administrative procedures', 'Undertaking a complex/multiple task', 'Carrying out daily routines', 'Taking part in community life', 'Playing with others', 'Socializing', 'Practicing sports', 'Participating in the arts and cultural activities', 'Travelling', 'Sound intensity']","['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'y']","['Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Environmental factor']","['y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'n']"
905,Wilson disease,"['Walking short distances', 'Walking long distances', 'Performing vigorous activities (climbing, running, jumping, swimming,...)', 'Washing oneself', 'Caring for body parts (skin, teeth, nails, hair, genitals)', 'Regulating urination', 'Regulating defecation', 'Dressing/undressing', 'Eating', 'Drinking', ""Managing one's health (diet, medications, prevention, needs, assistance, monitoring)"", ""Handling stress, responsabilities, emergencies and ensuring one's safety"", 'Handling emotions and mood', ""Controlling one's own general behaviour"", ""Controlling one's own eating behaviour"", 'Moving around within the home', 'Moving around outside the home', 'Using transportation', 'Driving', 'Interacting with other people', 'Making/keeping friends', 'Maintaining family relationships', 'Dealing with strangers', 'Engaging in and maintaining intimate relationships', 'Food', 'Playing with others', 'Socializing', 'Practicing sports', 'Participating in the arts and cultural activities', 'Travelling', 'Focusing attention', 'Memorizing and retrieving', 'Thinking and reasoning', 'Making decisions/taking initiatives/finding solutions', 'Speaking', 'Producing nonverbal messages', 'Writing messages', 'Participating in a conversation', 'Using communication devices', 'Changing body position', 'Standing', 'Sitting', 'Bending', 'Transferring oneself', 'Engaging in sexual relationships', 'Shopping', 'Cooking/preparing meals', 'Doing housework', 'Looking after/helping others', 'Attending mainstream school', 'Learning a profession (vocational training/apprenticeship) in the standard environment', 'Learning a profession (vocational training/apprenticeship) in an adapted mainstream/special environment', 'Accessing higher education', 'Engaging in paid work in a standard environment', 'Engaging in paid work in a supported/sheltered environment', 'Seeking employment', 'Performing professional tasks', ""Handling money/managing one's own budget"", 'Carrying out administrative procedures', 'Undertaking a simple task', 'Undertaking a complex/multiple task', 'Carrying out daily routines', 'Taking part in community life', 'Maintaining a standing position', 'Maintaining head position', 'Reaching and catching objects', 'Lifting and carrying objects', 'Handling objects (fine hand use)']","['y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y']","['Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Environmental factor', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability']","['y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'n', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y']"
55596,HNRNPDL-related limb-girdle muscular dystrophy D3,['NA'],['NA'],['NA'],['NA']
55595,TNP03-related limb-girdle muscular dystrophy D2,['NA'],['NA'],['NA'],['NA']
34516,DNAJB6-related limb-girdle muscular dystrophy D1,['NA'],['NA'],['NA'],['NA']
280,Wolf-Hirschhorn syndrome,['NA'],['NA'],['NA'],['NA']
906,Wiskott-Aldrich syndrome,['NA'],['NA'],['NA'],['NA']
319543,Autosomal dominant mendelian susceptibility to mycobacterial diseases due to a partial deficiency,"['Food', 'Air quality']","['y', 'y']","['Environmental factor', 'Environmental factor']","['n', 'n']"
319581,Autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency,"['Food', 'Air quality']","['y', 'y']","['Environmental factor', 'Environmental factor']","['n', 'n']"
319589,Autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR2 deficiency,"['Food', 'Air quality']","['y', 'y']","['Environmental factor', 'Environmental factor']","['n', 'n']"
75233,Wolman disease,['NA'],['NA'],['NA'],['NA']
3463,Wolfram syndrome,"['Seeing/watching', 'Hearing/listening', 'Learning to read', 'Reading', 'Receiving messages in sign language', 'Receiving nonverbal messages', 'Producing messages in sign language', 'Producing nonverbal messages', 'Standing', 'Bending', 'Reaching and catching objects', 'Lifting and carrying objects', 'Walking long distances', 'Performing vigorous activities (climbing, running, jumping, swimming,...)', 'Regulating urination', 'Regulating defecation', ""Managing one's health (diet, medications, prevention, needs, assistance, monitoring)"", 'Moving around outside the home', 'Using transportation', 'Driving', 'Making/keeping friends', 'Engaging in and maintaining intimate relationships', 'Engaging in sexual relationships', 'Shopping', 'Cooking/preparing meals', 'Cooking/preparing meals', 'Doing housework', 'Doing housework', 'Doing housework', 'Looking after/helping others', 'Looking after/helping others', 'Attending mainstream school', 'Attending school in an adapted mainstream/special environment', 'Learning a profession (vocational training/apprenticeship) in the standard environment', 'Learning a profession (vocational training/apprenticeship) in the standard environment', 'Learning a profession (vocational training/apprenticeship) in an adapted mainstream/special environment', 'Accessing higher education', 'Accessing higher education', 'Engaging in paid work in a standard environment', 'Engaging in paid work in a supported/sheltered environment', 'Seeking employment', 'Seeking employment', ""Handling money/managing one's own budget"", 'Taking part in community life', 'Socializing', 'Practicing sports', 'Participating in the arts and cultural activities', 'Travelling', 'Food', 'Temperature', 'Humidity', 'Light intensity', 'Light quality', 'Sound intensity', 'Sound quality']","['y', 'n', 'n', 'y', 'y', 'y', 'y', 'y', 'y', 'n', 'n', 'n', 'n', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'n', 'y', 'y', 'n', 'y', 'y', 'n', 'y', 'y', 'n', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y']","['Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Environmental factor', 'Environmental factor', 'Environmental factor', 'Environmental factor', 'Environmental factor', 'Environmental factor', 'Environmental factor']","['y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
1215,Autosomal dominant optic atrophy plus syndrome,"['Seeing/watching', 'Seeing/watching', 'Reading', 'Reading', 'Reading', 'Writing', 'Writing', 'Writing', 'Receiving messages in sign language', 'Receiving messages in sign language', 'Receiving nonverbal messages', 'Receiving nonverbal messages', 'Receiving nonverbal messages', 'Receiving written messages', 'Receiving written messages', 'Receiving written messages', 'Writing messages', 'Writing messages', 'Writing messages', 'Standing', 'Standing', 'Standing', 'Sitting', 'Sitting', 'Sitting', 'Maintaining a standing position', 'Maintaining a standing position', 'Maintaining a standing position', 'Reaching and catching objects', 'Reaching and catching objects', 'Reaching and catching objects', 'Lifting and carrying objects', 'Lifting and carrying objects', 'Lifting and carrying objects', 'Walking long distances', 'Walking long distances', 'Walking long distances', 'Performing vigorous activities (climbing, running, jumping, swimming,...)', 'Performing vigorous activities (climbing, running, jumping, swimming,...)', 'Performing vigorous activities (climbing, running, jumping, swimming,...)', 'Moving around within the home', 'Moving around within the home', 'Moving around within the home', 'Moving around outside the home', 'Moving around outside the home', 'Moving around outside the home', 'Using transportation', 'Using transportation', 'Using transportation', 'Driving', 'Shopping', 'Shopping', 'Cooking/preparing meals', 'Cooking/preparing meals', 'Doing housework', 'Looking after/helping others', 'Looking after/helping others', 'Attending mainstream school', 'Learning a profession (vocational training/apprenticeship) in the standard environment', 'Learning a profession (vocational training/apprenticeship) in the standard environment', 'Accessing higher education', 'Accessing higher education', ""Handling money/managing one's own budget"", 'Practicing sports', 'Participating in the arts and cultural activities', 'Travelling', 'Food']","['y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y']","['Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Disability', 'Environmental factor']","['y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'y', 'n']"
352675,X-linked Charcot-Marie-Tooth disease type 6,['NA'],['NA'],['NA'],['NA']
99014,X-linked Charcot-Marie-Tooth disease type 5,['NA'],['NA'],['NA'],['NA']
